57	588	37	9	1997	10	 0	 0	1267	257	1022	15000000
58	355	36	9	2010	10	14	21	175	121	558	150000000
59	450	13	10	2009	8	10	21	869	647	1905	 0
60	212	7	10	2004	8	10	 0	1370	867	362	 0
61	792	7	9	2009	10	19	21	20	1697	469	30000000
62	19	37	9	2010	1	3	10	476	645	1380	80000000
63	321	37	9	2007	9	15	 0	600	1815	969	 0
64	343	37	9	2001	7	8	18	1439	166	1924	13000000
65	556	37	9	2010	7	 0	 0	979	1658	542	40000000
66	666	37	9	2010	1	3	8	437	1795	1374	20000000
67	497	36	9	2010	1	8	21	6	366	1437	28000000
68	9	37	9	2010	1	7	8	1953	1267	589	100000000
69	280	37	9	2008	6	10	 0	1715	553	998	20000000
70	421	37	9	1996	6	10	 0	884	447	175	3300000
71	336	7	9	2002	7	18	10	541	626	1243	 0
72	718	37	9	1999	7	10	12	951	263	295	13000000
73	46	37	9	2005	7	18	 0	1957	589	1100	70000000
74	650	36	9	2005	1	3	13	1478	587	902	147000000
75	491	37	9	2000	8	10	21	349	1958	1584	7000000
76	139	37	9	2008	10	17	21	98	882	960	55000000
77	334	37	9	2009	9	7	 0	344	1572	1426	 0
78	814	37	9	2009	1	8	12	1241	195	1302	130000000
79	178	37	9	2010	10	12	18	1121	1629	1820	68000000
80	230	37	9	2006	7	10	12	16	1052	370	82500000
81	141	36	9	2006	6	10	13	115	1744	751	10000000
82	708	36	9	2007	6	10	13	290	657	385	55000000
83	650	37	9	2010	1	3	10	1659	290	1303	200000000
84	755	37	9	1998	1	10	22	926	1715	20	52000000
85	786	37	9	2001	1	8	21	1630	223	296	92000000
86	467	13	10	2010	1	3	12	1212	672	1540	25000000
87	616	37	9	2004	8	10	17	136	1684	90	50000000
88	168	37	9	2005	7	 0	 0	1383	1133	1861	 0
89	355	37	9	2004	1	3	10	1919	1476	1998	78000000
90	401	37	9	2002	17	21	 0	982	1790	1534	 0
91	53	37	9	2004	1	3	13	385	1076	769	90000000
92	798	37	9	2009	8	21	 0	1437	589	1906	25000000
93	15	37	9	2010	10	17	21	357	1180	1037	4500000
94	356	37	9	2009	10	6	15	833	1622	295	60000000
95	106	37	9	2009	10	13	21	1863	1091	190	90000000
96	658	7	9	2009	7	14	15	1240	762	60	 0
97	17	37	9	2003	10	8	21	1103	1058	1146	50000000
98	524	37	9	2004	10	18	12	925	1058	1113	20000000
99	396	37	9	2010	1	3	19	1622	699	497	190000000
100	559	36	9	1973	10	14	17	1025	503	737	1500000
101	27	37	9	2010	7	14	21	543	17	909	24000000
102	815	39	26	1986	10	 0	 0	1394	1387	1522	 0
103	154	31	25	2009	1	10	 0	1220	33	128	3500000
104	565	37	9	2010	1	3	19	20	1151	1887	40000000
105	665	37	9	1980	10	 0	 0	503	1290	1856	6000000
106	7	37	9	2005	10	17	 0	680	626	357	1600000
107	568	37	9	2005	7	12	18	1439	1953	1742	85000000
108	741	37	9	2008	1	3	21	710	1740	290	185000000
109	603	37	9	2009	7	8	 0	370	1404	1964	20000000
110	669	37	9	1992	7	12	 0	684	1331	251	55000000
111	780	18	9	2009	4	3	12	231	591	348	6500000
112	741	37	9	1984	1	3	 0	710	1054	985	28170000
113	102	37	9	2007	8	17	21	1098	470	421	20000000
114	397	37	9	2004	1	3	17	1437	716	978	100000000
115	550	37	9	2009	1	10	19	1731	849	450	30000000
116	142	37	9	2007	1	19	21	1794	1588	961	40000000
117	812	21	15	2008	10	15	 0	1293	1668	1893	 0
118	469	37	9	1990	10	18	 0	1800	828	845	 0
119	589	23	8	2007	10	21	22	271	1720	1836	21000000
120	360	37	9	1983	1	8	21	1649	1240	1944	 0
121	472	21	15	2008	4	1	19	1507	69	1142	 0
122	705	37	9	2009	4	3	12	541	948	891	30000000
123	782	37	9	2007	8	10	21	660	1874	1848	25000000
124	274	37	9	2007	7	 0	 0	979	1344	366	20000000
125	104	37	9	2000	7	10	15	699	745	1503	16000000
126	97	28	24	2003	10	7	 0	228	1813	764	 0
127	325	31	25	2009	14	21	 0	1244	987	1480	 0
128	806	15	4	2009	1	6	10	507	1753	1231	11700000
129	503	37	9	1998	1	3	19	251	165	193	140000000
130	181	36	9	2009	1	3	12	426	1657	568	250000000
131	297	9	5	2006	9	 0	 0	 0	 0	 0	100000
132	145	37	9	1994	1	3	8	1331	1097	456	45000000
133	646	36	9	1990	14	19	 0	519	1768	762	1500000
134	567	37	9	2010	10	7	 0	172	694	1596	5372848
135	624	37	9	2009	10	21	22	223	358	1348	70000000
136	200	21	9	2010	1	3	10	973	1086	287	35000000
137	749	37	9	2010	1	3	8	881	1994	335	25000000
138	490	37	9	2010	10	17	21	1169	169	1265	80000000
139	139	37	9	1985	1	23	 0	384	1357	284	6900000
140	726	37	9	2004	4	3	7	1871	188	508	30000000
141	287	37	9	2009	4	3	12	414	1826	897	60000000
142	248	37	9	2009	1	12	19	747	1181	435	150000000
143	551	4	3	2006	7	 0	 0	142	38	708	 0
144	130	37	9	2009	14	17	21	1592	937	755	27000000
145	370	11	7	1970	7	 0	 0	1466	146	117	 0
146	348	37	9	2010	1	10	23	998	960	1319	47000000
147	111	22	25	2008	7	10	20	639	490	695	 0
148	363	37	9	1988	1	14	19	1638	1078	1317	3000000
149	650	37	9	1982	10	19	21	710	1660	1716	28000000
150	106	37	9	2000	1	19	21	1495	747	704	75000000
151	106	37	9	2003	1	19	21	1495	747	753	110000000
152	99	37	9	2006	1	19	21	747	704	753	210000000
153	535	37	9	2006	3	7	12	1227	1314	462	3000000
154	614	37	9	2005	7	10	 0	80	552	41	1000000
155	278	37	9	2007	3	7	10	817	1745	448	6000000
156	521	37	9	2008	7	10	18	1696	1108	1123	65000000
157	521	37	9	2010	7	10	18	1696	1108	1123	100000000
158	169	37	9	2008	7	12	18	1611	1822	691	20000000
159	138	37	9	2008	7	10	 0	1679	105	1084	3400000
160	680	37	9	2004	1	3	21	475	807	571	125000000
161	262	13	10	1902	3	12	19	665	1917	204	10000
162	763	36	9	2005	4	12	18	969	728	561	40000000
163	625	39	23	2001	7	 0	 0	221	1722	1449	 0
164	810	37	9	2009	7	18	 0	1139	592	732	15000000
165	393	8	17	2008	1	3	10	1884	1808	1988	80000000
166	126	37	9	2010	4	3	7	862	667	366	165000000
167	208	37	9	2004	10	17	19	139	82	1330	13000000
168	694	37	9	2010	7	18	 0	1548	395	1320	 0
169	742	37	9	2009	14	21	 0	237	1156	1653	12500000
170	51	37	9	2009	7	10	18	1688	1667	1288	40000000
171	207	19	2	2008	10	 0	 0	735	58	1641	 0
172	763	37	9	2010	3	11	12	1335	969	728	170000000
173	687	25	19	2009	7	10	 0	83	353	1132	 0
174	786	37	9	2009	1	8	21	476	965	1219	100000000
175	649	37	9	2009	7	12	18	1611	893	979	18500000
176	544	37	9	2008	7	14	21	911	702	954	2000000
177	796	37	9	1979	1	3	21	1340	826	467	 0
178	453	37	9	2010	4	3	7	1866	1849	932	200000000
179	48	37	9	2003	1	19	 0	574	891	1675	137000000
180	762	37	9	2009	7	8	10	531	1602	1800	9000000
181	442	9	5	1970	7	10	16	621	1397	1589	 0
182	71	37	9	2001	7	 0	 0	172	1483	1953	28000000
183	 0	36	9	2009	8	17	 0	457	534	155	 0
184	538	37	9	2010	1	3	12	807	169	649	170000000
185	219	20	14	2001	10	18	 0	1251	1770	1723	 0
186	799	37	9	2007	3	7	10	1483	20	856	17500000
187	628	9	5	2010	7	10	 0	1379	213	1125	 0
188	459	37	9	2002	10	15	 0	610	349	1052	 0
189	590	37	9	2004	1	19	21	1685	1137	1567	60000000
190	728	37	9	1998	1	3	12	1947	1774	1119	45000000
191	279	37	9	2002	1	3	12	1947	1119	1640	54000000
192	176	37	9	2004	1	3	12	1947	917	1667	65000000
193	114	37	9	2008	10	12	18	1121	1629	194	37000000
194	129	37	9	2009	10	12	18	1121	1629	1820	50000000
195	763	37	9	1990	10	12	18	969	1972	486	20000000
196	112	37	9	2009	4	1	3	1576	1548	472	90000000
197	378	37	9	2009	6	10	20	1688	1551	1852	29000000
198	663	37	9	2010	1	7	18	1060	139	1872	75000000
199	691	37	9	2010	10	18	 0	1019	195	817	60000000
200	217	14	11	2010	10	 0	 0	1743	1454	478	 0
201	184	37	9	2010	10	17	21	895	953	1150	2000000
202	587	37	9	2010	10	21	 0	20	607	1234	21800000
203	323	37	9	2007	7	10	 0	549	1344	893	6500000
204	12	4	3	1997	10	22	 0	1408	66	67	 0
205	286	37	9	2006	1	3	22	1260	1832	879	 0
206	62	36	9	2010	10	17	8	457	1278	1112	 0
207	526	37	9	1992	18	10	21	1098	1949	643	25000000
208	113	37	9	2006	7	18	 0	1042	1225	382	 0
209	196	37	9	2000	1	7	8	1688	1343	176	45000000
210	558	36	9	2005	4	3	7	1531	1565	728	30000000
211	615	37	9	2009	7	 0	 0	1688	224	1838	15000000
212	307	37	9	2009	1	3	12	1680	1994	1776	240000000
213	73	13	10	2010	7	10	 0	668	1978	776	2000000
214	493	37	9	2003	14	21	17	704	1622	309	40000000
215	98	37	9	2010	1	14	17	1857	1562	939	20000000
216	158	37	9	2003	7	 0	 0	172	513	535	40000000
217	763	36	9	2007	10	16	21	969	728	27	50000000
218	270	37	9	2003	1	3	12	969	1478	1076	140000000
219	270	37	9	2006	1	3	12	969	1478	1076	225000000
220	23	37	9	2004	1	17	19	1957	239	246	120000000
221	160	7	9	2005	14	17	21	506	627	682	4000000
222	27	37	9	2006	14	21	 0	7	1061	1930	15000000
223	270	37	9	2007	1	3	12	969	1478	1076	300000000
224	740	31	25	2008	6	10	13	175	626	289	58000000
225	99	37	9	2000	7	10	18	1437	1822	497	60000000
226	606	37	9	2002	1	3	12	541	1919	756	94000000
227	160	7	9	2006	8	14	21	1859	1736	100	10000000
228	542	37	9	2009	8	21	 0	127	1404	1562	25000000
229	253	37	9	2002	6	7	8	1679	513	660	30000000
230	606	37	9	2003	1	3	12	541	1919	753	94000000
231	593	31	25	2009	10	18	21	1519	203	1199	18000000
232	160	7	9	2007	8	14	21	1859	400	1704	10000000
233	347	37	9	2009	8	10	17	771	189	1848	 0
234	524	13	9	2006	7	10	12	639	316	25	6000000
235	506	37	9	2001	10	17	18	127	98	1840	26000000
236	569	37	9	2000	6	10	20	476	1916	1928	50000000
237	804	7	9	2010	1	7	23	1504	1744	517	10000000
238	284	6	22	2003	10	8	 0	1221	1386	782	 0
239	172	13	10	2009	10	14	19	730	613	488	 0
240	227	13	10	2007	14	17	19	386	1921	1996	 0
241	135	37	9	2006	10	12	17	747	349	1343	40000000
242	242	37	9	2003	10	21	 0	951	651	516	60000000
243	167	7	9	2008	8	14	21	1859	400	1704	10800000
244	47	37	9	1999	1	3	19	1073	1151	285	63000000
245	47	37	9	2003	1	3	19	1073	1151	285	130000000
246	47	37	9	2003	1	3	19	1073	1151	285	110000000
247	53	37	9	2009	1	8	10	1604	497	583	17000000
248	224	37	9	1972	8	10	21	1272	24	811	6500000
249	224	37	9	1974	8	10	21	24	1624	482	13000000
250	224	37	9	1990	8	10	21	24	90	482	54000000
251	630	36	9	1998	1	3	10	1169	902	960	35000000
252	761	37	9	2010	7	8	 0	1849	1746	1575	 0
253	267	37	9	2010	7	10	18	925	595	1173	15000000
254	109	36	9	2008	7	18	 0	721	1334	1864	10000000
255	517	15	4	1991	3	7	10	1154	1094	1590	 0
1886	589	37	9	1992	8	10	17	1347	1733	661	 0
1889	624	37	9	1992	8	10	21	716	1854	1355	 0
1890	205	37	9	1987	18	10	15	894	1496	910	 0
1905	500	37	9	1971	11	16	12	653	789	1530	 0
1938	439	37	9	1995	7	 0	 0	1729	904	851	6000000
1953	445	37	9	1995	10	8	 0	1167	1694	1038	1500000
1972	383	37	9	1995	1	8	21	251	902	1684	 0
1974	666	37	9	1995	1	8	21	127	1674	935	7000000
1983	383	37	9	1988	1	8	21	251	1587	216	 0
2009	668	37	9	1964	7	10	11	1023	487	459	 0
2011	305	36	9	1984	1	12	10	1362	848	1434	 0
2015	809	37	9	1963	4	11	12	1718	1049	1610	 0
2021	140	37	9	1950	11	4	16	765	537	1913	 0
2036	539	37	9	1996	7	10	15	1636	651	1421	 0
2074	810	37	9	1993	7	17	8	1974	482	908	 0
2086	368	37	9	1996	1	8	10	1795	1074	206	45000000
2116	 0	37	9	1993	1	3	12	 0	 0	 0	 0
2120	402	37	9	1996	3	1	19	1495	983	233	 0
2141	490	37	9	1976	10	21	8	1620	410	1523	 0
2143	499	37	9	1995	1	6	10	1323	827	1712	53000000
2205	165	37	9	1992	1	14	19	1746	309	305	 0
2234	632	20	9	1993	1	3	21	1803	957	1365	65000000
2240	100	37	9	1993	8	10	21	24	1715	1518	 0
2248	657	37	9	1989	7	10	18	196	1318	282	 0
2251	259	37	9	1969	3	6	8	1508	1630	1059	 0
2271	245	37	9	1996	4	10	11	1870	470	1882	70000000
2281	157	36	9	1996	8	10	 0	595	596	989	3500000
2343	723	36	9	1964	7	21	 0	1533	 0	 0	 0
2347	279	37	9	1997	14	19	21	1395	905	48	 0
2360	648	37	9	1996	7	1	 0	1174	1441	306	 0
2427	393	37	9	1996	1	3	21	965	352	1682	 0
2450	741	37	9	1989	1	3	 0	710	1710	471	 0
2460	40	37	9	1995	1	7	10	1961	375	1793	 0
2461	666	37	9	1996	7	14	1	716	660	1549	18000000
2464	805	37	9	1959	1	3	10	317	791	717	 0
2465	331	37	9	1980	10	18	12	369	838	368	 0
2489	235	37	9	1970	6	10	22	658	1048	1779	 0
2490	395	37	9	1991	10	7	 0	1065	1289	1292	 0
2491	669	37	9	1985	3	7	19	1351	364	1155	 0
2509	106	37	9	1995	8	17	21	1772	635	174	6000000
2523	533	37	9	1995	4	10	11	770	1013	1323	55000000
2526	352	37	9	1995	10	18	 0	1972	111	547	 0
2540	307	37	9	1994	1	3	7	131	834	1862	 0
2546	373	37	9	1948	3	10	23	750	1942	1850	 0
2592	 0	37	9	1994	3	4	11	1626	902	814	 0
2611	808	38	11	1981	10	22	 0	1034	734	1116	 0
2619	733	37	9	1995	1	3	7	925	754	1750	 0
2623	48	37	9	1995	10	7	18	815	1874	709	 0
2628	669	37	9	1994	7	10	 0	1866	1637	646	 0
2646	541	37	9	1984	6	10	15	597	1870	545	 0
2651	669	37	9	1997	10	19	17	887	454	938	 0
2660	810	37	9	1994	7	18	8	951	486	898	 0
2661	681	13	9	1992	10	 0	 0	746	1124	570	 0
2668	395	37	9	1994	3	10	22	541	1098	1250	 0
2677	650	36	9	1979	19	14	21	1873	1746	1915	11000000
2679	490	37	9	1990	6	8	10	1620	1575	940	 0
2683	807	38	11	1987	12	10	18	253	1760	1482	 0
2690	447	37	9	1993	7	10	18	969	1169	1032	 0
2713	723	36	9	1971	8	10	19	1240	1493	1339	 0
2716	 0	7	 0	1997	 0	 0	 0	1817	 0	 0	 0
2717	170	36	9	1962	3	6	10	1529	36	124	 0
2725	307	37	9	1986	1	14	19	1746	283	1341	 0
2755	713	37	9	1997	1	21	 0	1437	951	1402	 0
2759	231	37	9	1994	10	 0	 0	1853	1404	206	 0
2770	678	13	9	1968	3	19	12	837	962	104	 0
2835	100	37	9	1996	1	3	21	1863	978	569	 0
2836	203	37	9	1996	1	10	22	476	1318	1205	 0
2902	757	36	9	1995	10	 0	 0	751	958	816	 0
2903	809	37	9	1970	4	7	11	1537	586	1197	4000000
2909	228	13	9	1996	10	18	 0	109	1428	1435	 0
2978	791	37	9	1939	10	18	22	378	1937	1172	 0
2986	507	37	9	1942	10	18	 0	750	767	1505	 0
2994	30	37	9	1954	17	21	 0	829	690	1946	1000000
2996	82	37	9	1961	10	18	 0	143	663	1490	 0
3000	741	37	9	1981	1	3	18	710	1046	1502	 0
3005	541	37	9	1975	10	 0	 0	794	1213	1968	 0
3025	602	13	9	1989	7	10	14	1601	1349	727	 0
3029	54	36	9	1994	10	 0	 0	1193	1874	1619	 0
3030	48	34	17	1992	7	10	 0	197	1918	1175	 0
3032	624	37	9	1994	8	10	 0	1854	73	965	8500000
3098	255	37	9	1977	1	3	12	1263	710	282	 0
3116	439	37	9	1997	7	18	10	584	165	1703	 0
3124	548	37	9	1994	10	14	12	1863	223	1113	 0
3177	617	37	9	1995	3	11	 0	1390	245	912	 0
3187	245	37	9	1991	4	11	12	1617	913	1594	 0
3188	48	34	17	1994	7	18	10	1747	1980	326	 0
3191	401	37	9	1991	8	21	 0	938	121	1702	 0
3204	538	37	9	1997	8	10	21	24	969	1355	 0
3211	786	37	9	1986	1	10	18	1863	1085	1906	 0
3219	307	13	9	1991	1	19	21	131	1191	530	 0
3222	66	37	9	1994	10	21	 0	1347	470	503	 0
3224	339	37	9	1995	7	10	18	1272	969	601	 0
3242	431	37	9	1997	7	18	 0	608	1855	754	 0
3252	256	37	9	1994	3	10	11	1077	318	1004	 0
3304	457	36	9	1997	7	10	21	815	1801	68	 0
3312	725	3	9	1993	1	3	7	313	1106	341	 0
3313	287	37	9	1993	4	11	12	433	346	297	18000000
3320	59	37	9	1996	10	 0	 0	579	1444	1211	 0
3347	722	37	9	1952	7	16	18	652	502	464	 0
3376	741	37	9	1993	6	10	13	1180	169	1565	 0
3443	363	37	9	1996	1	3	19	1126	3	1781	 0
3455	158	37	9	1996	3	7	10	1245	432	1595	 0
3501	377	37	9	1995	4	3	7	1866	1849	498	 0
3504	367	37	9	1998	1	8	21	1620	869	1419	55000000
3505	644	37	9	2007	10	19	 0	452	947	1886	200000
3506	734	37	9	2010	7	19	 0	951	1616	402	36000000
3507	763	37	9	1999	12	17	21	969	357	1396	70000000
3508	94	37	9	2004	3	7	11	925	559	1178	140000000
3509	252	7	9	2005	14	19	 0	1749	956	474	15000000
3510	165	37	9	2010	6	10	13	914	89	1040	50000000
3511	681	13	9	2002	6	10	22	20	1841	622	35000000
3512	665	37	9	2007	10	22	 0	1630	1331	1863	35000000
3513	144	7	9	2007	7	18	 0	580	1509	269	 0
3514	808	37	9	2004	1	18	 0	223	574	1478	175000000
3515	765	37	9	2005	1	3	12	769	916	1345	100000000
3516	765	37	9	2007	1	3	12	769	916	1345	130000000
3517	433	7	9	2009	14	17	21	1859	400	183	11000000
3518	56	36	9	2009	7	 0	 0	1869	818	1389	700000
3519	563	27	23	2010	10	18	 0	1270	1769	515	 0
3520	660	37	9	1967	1	10	22	1159	304	503	 0
3521	696	36	9	2009	1	21	 0	1619	1081	1931	6000000
3522	408	37	9	2000	3	7	8	251	1306	72	24000000
3523	366	37	9	2010	14	17	21	340	214	215	10000000
3524	510	3	9	1999	9	 0	 0	 0	 0	 0	 0
3525	787	37	9	1999	4	7	16	1891	1300	1285	21000000
3526	345	37	9	1984	1	7	18	1906	1215	1476	 0
3527	680	37	9	2009	1	3	10	951	328	72	200000000
3528	314	2	9	2004	8	14	17	1161	286	434	1000000
3529	225	37	9	2005	10	12	14	1073	1560	1740	100000000
3530	118	37	9	1999	4	3	10	1881	1392	681	150000000
3531	814	37	9	2007	1	12	22	667	1164	461	70000000
3532	793	28	24	2008	 0	 0	 0	1719	768	1939	 0
3533	456	37	9	2006	3	7	15	790	1128	787	20000000
3534	322	7	9	2008	7	22	 0	1713	279	489	30000000
3535	145	37	9	1997	8	10	17	1103	1659	698	35000000
3536	429	37	9	2000	7	 0	 0	106	1585	1735	19000000
3537	429	37	9	2001	7	 0	 0	1735	1273	106	45000000
3538	182	37	9	2003	7	 0	 0	106	1752	1585	48000000
3539	182	37	9	2006	7	 0	 0	106	1585	401	45000000
3540	522	2	9	2009	1	14	21	583	1958	380	20000000
3541	429	37	9	2004	8	7	 0	1735	1273	258	37000000
3542	155	37	9	1999	14	17	 0	720	1005	1342	22000
3543	471	37	9	2010	1	3	11	1456	1436	799	150000000
3544	93	37	9	2010	1	7	11	184	821	355	85000000
3545	201	37	9	2010	1	3	7	1344	1284	550	90000000
3546	52	37	9	2003	10	18	22	1008	1439	1593	79000000
3547	41	37	9	2003	4	3	7	30	548	49	94000000
3548	128	37	9	2002	4	3	7	1576	956	472	59000000
3549	112	37	9	2006	4	1	3	1576	956	472	80000000
3550	747	36	9	2005	10	17	21	1439	1715	295	80000000
3551	57	9	5	2008	10	 0	 0	40	1408	200	 0
3552	209	37	9	2005	4	3	7	172	344	455	78000000
3553	156	9	5	2010	7	10	 0	1561	1118	211	 0
3554	772	37	9	2009	10	 0	 0	391	1022	1302	7000000
3555	209	37	9	2008	4	1	3	172	344	455	150000000
3556	37	37	9	2001	4	3	7	1377	526	263	60000000
3557	620	20	14	2009	10	 0	 0	265	670	679	 0
3558	700	35	28	2010	10	 0	 0	219	572	1895	2000000
3559	37	37	9	2004	4	3	7	1377	526	263	150000000
3560	122	37	9	2007	4	3	7	1377	526	263	160000000
3561	55	31	25	2010	10	 0	 0	1200	1484	772	 0
3562	794	37	9	1998	8	10	17	1975	543	674	 0
3563	139	37	9	1997	8	10	17	1103	951	796	30000000
3564	710	36	9	1974	8	17	21	32	1148	1710	 0
3565	330	13	10	2009	7	8	 0	438	496	86	42000000
3566	693	19	12	2009	10	22	 0	1481	780	138	 0
3567	754	36	9	2000	7	 0	 0	1878	424	1069	 0
3568	607	37	9	2007	9	 0	 0	 0	 0	 0	 0
3569	158	37	9	1989	7	21	 0	1347	1062	432	50000000
3570	130	14	9	2009	1	19	21	475	168	261	33000000
3571	701	20	14	1972	7	23	 0	615	1875	795	 0
3572	703	20	14	1968	3	7	23	1875	501	955	 0
3573	318	28	24	2010	9	 0	 0	 0	 0	 0	 0
3574	3	37	9	2010	10	 0	 0	406	1892	1571	 0
3575	5	13	10	2010	10	 0	 0	1031	1970	871	10000000
3576	21	27	23	2009	4	 0	 0	1686	763	1767	 0
3577	80	37	9	2003	10	15	18	916	1182	1321	25000000
3578	767	20	14	2009	10	 0	 0	1498	1943	140	 0
3579	667	37	9	2010	1	7	8	251	1404	960	58000000
3580	377	37	9	1998	4	3	7	445	1103	1016	60000000
3581	813	37	9	2004	7	10	18	1985	1416	1532	2500000
3582	264	37	9	1994	10	7	 0	1786	635	1146	 0
3583	308	37	9	2002	8	10	 0	844	807	1721	14000000
3584	139	37	15	2006	10	13	22	1088	1072	1894	19000000
3585	596	37	9	2008	1	8	12	1957	315	846	150000000
3586	444	37	9	2002	1	10	19	349	1818	561	20000000
3587	269	9	5	2009	8	10	22	786	1118	620	 0
3588	220	37	9	2005	1	8	10	251	1102	168	52000000
3589	255	37	9	1999	1	3	19	1180	595	1416	115000000
3590	255	37	9	2002	1	3	19	595	1416	718	120000000
3591	129	36	9	2002	7	10	18	746	1429	1878	25000000
3592	639	37	9	2001	10	17	19	807	887	1287	4500000
3593	140	37	9	1955	4	11	15	1516	156	1140	4000000
3594	377	37	9	2006	4	3	7	1483	1508	217	120000000
3595	186	37	9	2010	7	 0	 0	16	1100	344	80000000
3596	215	37	9	1998	1	8	10	1684	1103	454	50000000
3597	699	37	9	1980	14	17	21	182	1097	21	550000
3598	537	37	9	2010	4	3	7	1377	526	263	150000000
3599	181	36	9	2010	1	3	12	426	1657	568	200000000
3600	8	37	9	2010	10	21	 0	564	1104	1043	 0
3601	32	37	9	2010	10	18	 0	1629	555	333	16000000
3602	126	37	9	2002	4	3	11	446	345	1845	80000000
3603	595	37	9	2001	4	3	7	952	196	1781	115000000
3604	91	37	9	2004	4	1	3	404	741	1698	92000000
3605	682	37	9	1989	4	11	12	1591	360	361	40000000
3606	497	36	9	2007	3	11	12	310	376	1373	88500000
3607	455	37	9	1999	1	7	8	1277	1227	444	65000000
3608	341	37	9	2001	7	 0	 0	1332	1583	1461	20000000
3609	164	37	9	2005	7	18	 0	1483	1923	1559	40000000
3610	621	37	9	2010	4	7	11	1782	857	1658	69000000
3611	800	37	9	2010	7	18	 0	566	1520	71	8000000
3612	377	37	9	1999	4	3	7	1866	1849	932	90000000
3613	216	14	11	2009	7	 0	 0	12	199	1405	5000000
3614	310	37	9	2002	14	19	 0	1177	1195	371	14000000
3615	807	14	9	1999	9	15	 0	 0	 0	 0	 0
3616	682	37	9	2009	4	11	12	102	252	1078	105000000
3617	763	37	9	2005	3	7	11	629	969	451	150000000
3618	148	9	5	2005	10	 0	 0	1118	784	783	 0
3619	386	37	9	2008	10	17	 0	1331	1539	80	20000000
3620	740	37	9	2001	1	8	 0	660	223	1297	85000000
3621	583	37	9	2010	1	10	21	1297	691	231	100000000
3622	436	37	9	2009	8	10	17	1659	165	1559	60000000
3623	431	37	9	2009	7	10	18	677	889	891	40000000
3624	295	9	5	2010	1	21	 0	1920	705	1198	 0
3625	369	37	9	2004	7	18	 0	172	889	1539	42000000
3626	101	37	9	2010	19	21	 0	573	1706	500	15000000
3627	123	36	9	2010	7	10	 0	1614	132	1445	 0
3628	577	30	16	2009	10	14	 0	1761	1111	1741	5000000
